,Text,Sentiment,Date,Favorites,Retweets,Mentions,HashTags
286,"I have a new strategy to trade US #Stockmarket, statistically proofed. Its named: â€žIf in doubt, always longâ€œ little joke to start the weekend. #DJI $DJI #SPX",neutral,2020-04-24 18:08:15+00:00,3,20,,#Stockmarket #DJI #SPX
287,You know the market is screwed up when these are the current top 3 headline in my trading platform news feed. $SPY $DJI #trading #investing #stocks #markets #StockMarket #SwingTrading #DayTrading,negative,2020-04-24 17:54:53+00:00,0,0,,#trading #investing #stocks #markets #StockMarket #SwingTrading #DayTrading
290,I no longer equate a â€œgreat economyâ€ with the stock market. Highest employment ever and yet DJI not so bad. Maybe the economy was only great for the wealthy and still is?,negative,2020-04-24 16:00:49+00:00,0,0,,
292,"Gold will enter the next phase of the bull market within 6 months and gold will break to all time highs while stock markets, DJI can drop below 10 000. So yes gold is looking very good",negative,2020-04-24 11:56:26+00:00,0,1,,
294,What caused the #StockMarket crash @12:45pm today? Things were going so well in AM. Some ideas: -Unemployment reported - $GILD CO-19 drug fails -Tech sector reports high rate of hiring freezes -- #NYSE #DowJones #NASDAQ #SP500 #stocks $DJI $SPX $NDX #investingnews #investing,negative,2020-04-24 00:25:01+00:00,0,1,,#StockMarket #NYSE #DowJones #NASDAQ #SP500 #stocks #investingnews #investing
295,"SP500 Elliott Wave Day Trading 24 April 2020 https://youtu.be/s6BI9L2Xn_k via @YouTube Emini, (ES), SPY,SPX, Futures, Index, US30 CFD Trading,Technical Analysis, CFDs, Day Trading, strategies, cfds, options trading,spread betting, US Stock Market,ETF,VOO,NASDAQ-100,DJI, Swing Trading",neutral,2020-04-23 22:52:54+00:00,0,0,@YouTube,
296,What happened today in the #StockMarket? https://bit.ly/3cFsd92 $AAPL $AMZN $GOOG $NFLX $FB $SPX $NDX $DJI $BYND $TSLA,neutral,2020-04-23 20:56:02+00:00,0,0,,#StockMarket
297,The #Liberals wonâ€™t allow the economy to reopen until the stock market tanks enough so they think they will lose their money like the rest of us. $SPX $DJI If the S&amp;P drops to 1750 Nancy Pelosi will 180 so fast sheâ€™ll get whiplash.,negative,2020-04-23 20:40:42+00:00,0,0,,#Liberals
300,Post 1929 stock market gains analysis. - #DJI chart ,neutral,2020-04-23 03:46:36+00:00,0,0,,#DJI
301,I plotted a signal when the #unemployment reached greater than 10% increase YOY. Only taking first signal results we see negative numbers on $DJI several months later. $SPY $USO $BA $MCD $QQQ $DJI $CCL $AAL $UAL #stockmarket,neutral,2020-04-23 00:45:03+00:00,0,1,,#unemployment #stockmarket
305,Adding back $SPY puts. Now 1.5X net short the market. Key levels upward for next 2 days are 2800 and 2829. Will take profit on longs and add shorts if we hit those. $DJI #trading #investing #stocks #markets #StockMarket #SwingTrading #DayTrading,negative,2020-04-22 15:55:34+00:00,0,1,,#trading #investing #stocks #markets #StockMarket #SwingTrading #DayTrading
306,"Don't understand why people bother charting $btc right now. Ever since the stock market started dumping in March, $btc has been following $ES $SPX $DJI like a lost child. Unless it shows it can actually decouple from stocks, better to watch the rising wedge in $ES...",negative,2020-04-22 03:16:25+00:00,0,3,,
309,"@realDonaldTrump i know you love the stock market, so i just wanted to let you know the DJI average is down over 1000 points this week and its only tuesday. #IncompetenceKills",negative,2020-04-21 20:02:18+00:00,0,0,@realDonaldTrump,#IncompetenceKills
312,#Gold Shoulder Build &amp; Stock Market Collapse $GDX $GLD $OIL $DJI https://talkmarkets.com/content/commodities/gold-shoulder-build--stock-market-collapse?post=259323,negative,2020-04-21 17:45:36+00:00,0,0,,#Gold
315,"#Nasdaq or #NYSE and indices like S&amp;P or be it DJI, looks like offering great Short Selling or Profit Booking opportunity ???? #TradersClub #investors #StockMarket #investing #tradingpsychology",negative,2020-04-21 14:20:47+00:00,1,0,,#Nasdaq #NYSE #TradersClub #investors #StockMarket #investing #tradingpsychology
316,"Locked up more gains shortly after open. Now slightly net short the market. If $SPY runs back up today, will get more short. Look to get back to 2-2.5X short ratio. $DJI #trading #investing #stocks #markets #StockMarket #SwingTrading #DayTrading",negative,2020-04-21 13:55:13+00:00,0,1,,#trading #investing #stocks #markets #StockMarket #SwingTrading #DayTrading
317,Important to note! Q3 is when we will really see under the good of how this financially affected publicly traded companies. $DJI #stocks #earningsreport #stockmarket #sec,neutral,2020-04-21 12:02:00+00:00,0,0,,#stocks #earningsreport #stockmarket #sec
318,"I'm not a fan of stock market, but sometimes I analyze to understand what will happens for all markets. #DJI looks bearish to me and a drop could bring all the markets down. #dowjones #StockMarket #stocks",negative,2020-04-21 11:18:00+00:00,0,1,,#DJI #dowjones #StockMarket #stocks
319,Bull Dudeâ€™s Bundles: An Alternative Way to Follow the Stock Market https://bit.ly/3ez4Sro $AAPL $AMZN $GOOG $NFLX $FB $SPX $NDX $DJI #investing #stocks #finance #business #cannabis,neutral,2020-04-21 11:00:00+00:00,0,4,,#investing #stocks #finance #business #cannabis
322,Stock Market Wrap-Up: 3 Big Stock Winners From Negative Oil Prices @themotleyfool #stocks $NAT $STNG $TNK $^DJI $^GSPC $^IXIC ,neutral,2020-04-21 05:57:58+00:00,0,2,@themotleyfool,#stocks
323,#DJIA is in bear mode now! Below 22500 you will see some serious action! $DJI $DJIA $SPX $SPY $QQQ #DowJones #StockMarket ,negative,2020-04-21 03:15:12+00:00,0,1,,#DJIA #DowJones #StockMarket
325,"S&P500 Elliott Wave Day Trading 21 April 2020 https://youtu.be/fW-Y2EenKZk via @YouTube Emini, (ES), SPY,SPX, Futures, Index, US30,CFDs, Day Trading, strategies,cfd trading, options trading,spread betting, US Stock Market,ETF,VOO,NASDAQ-100,DJI, Swing Trading",neutral,2020-04-20 22:13:36+00:00,0,0,@YouTube,
326,Like that it could look like a perfect launch to the moon! But what if $BTC is very well aligned with the stock market and S&amp;P and DJI go back down abruptly (on a short term i mean)?,negative,2020-04-20 22:08:12+00:00,0,3,,
327,Oopsie! #oil #oilprices $WTI $SPY $DJI #trading #investing #stocks #markets #StockMarket https://twitter.com/LiveSquawk/status/1252344235895844864,negative,2020-04-20 21:28:59+00:00,0,1,,#oil #oilprices #trading #investing #stocks #markets #StockMarket
330,â€œThe market hates uncertainty.â€ Another truism bites the dust..hey..hey The way the market held up until now is cray cray. $WTI #OIL $SPY $DJI #trading #investing #stocks #markets #StockMarket #SwingTrading #DayTrading,negative,2020-04-20 18:58:15+00:00,0,0,,#OIL #trading #investing #stocks #markets #StockMarket #SwingTrading #DayTrading
331,"For more of my analysis, join Wolf Pack @http://wolfpack.imnotthewolf.com/. You'll receive a 30-day Free Trial upon signing up. (psst... unlimited accounts can be made Â¯\_(ãƒ„)_/Â¯ ) $DJI #StockMarket #Cryptocurrency",neutral,2020-04-20 17:28:12+00:00,1,4,,#StockMarket #Cryptocurrency
332,"He switched breifly to the DJI story which is real... but then back to whining about muh economy, which is really about investment profitability. The stock market and bank collections and interest rates should all be frozen.",negative,2020-04-20 16:52:12+00:00,0,0,,
335,$HAL call earnings today. Pre markets are down almost 3/4 dollar a share even though it seemed to be on a bull trend end of day Friday. â€”â€” #NYSE #stocks #Dow $DJI $NDX $SPX #sp500 #NASDAQ #StocksToTrade #StockMarket #Futures,negative,2020-04-20 13:10:42+00:00,0,0,,#NYSE #stocks #Dow #sp500 #NASDAQ #StocksToTrade #StockMarket #Futures
336,Isn't it amazing how those trend lines worked out $DJI $DIA $SPY #stocks #StockMarket ,neutral,2020-04-20 12:49:08+00:00,0,3,,#stocks #StockMarket
337,How Long Can The Stock Market Ignore The Economy? $SPY $DJI $AMZN $ES #economy #labour #markets #payroll #stimulus https://thedeepdive.ca/how-long-can-the-stock-market-ignore-the-economy/ via @TheDeepDive_ca,neutral,2020-04-20 12:21:36+00:00,1,6,@TheDeepDive_ca,#economy #labour #markets #payroll #stimulus
339," New Podcast! ""Now Is The Best Time To Buy Stock"" on @Spreaker #dji #dow #future #growth #invest #market #nasdaq #robinhood_com #sofi_com #stash_com #stock #stocks",neutral,2020-04-20 09:20:06+00:00,0,0,@spreaker,#dji #dow #future #growth #invest #market #nasdaq #robinhood_com #sofi_com #stash_com #stock #stocks
340,Is #Bitcoin going to continue? How long can the stock market keep rising #DJI? Where is the potential support for #OIL. What are the levels to buy #Gold? We answer all these questions in our latest free weekly review. Watch it here: https://subvertotradingclub.com/en/buying-bitcoin-gold-and-oil/,neutral,2020-04-20 08:51:01+00:00,0,3,,#Bitcoin #Bitcoin #DJI #OIL #Gold
344,Itâ€™s funny how traders are pissed the #stockmarket keeps going up and they keep saying itâ€™s gonna crash and things only going to get worse. I agree it sucks if you missed the bottom or stuck in a short position but stop hoping for a disaster $qqq $spy $dji,negative,2020-04-19 19:25:48+00:00,0,2,,#stockmarket
345,"America is in a Precarious Situation Socially, but the Stock Market Is Ready to Give an All-Clear Signal. Watch: https://youtu.be/EuEo5EQDCRE?t=451 $SPY $DJI $ES_F $SPX #stocks #trading #investing #Fed @JimCramer",negative,2020-04-19 17:32:47+00:00,1,1,@jimcramer,#stocks #trading #investing #Fed
346,"""If you thought the Great Depression was great, then the COVID-19 crunch could make America greater than itâ€™s ever been."" #Bitcoin $DJI $SPY #stockmarket #alphanews http://forbes.com/sites/petercohan/2020/04/15/dont-be-fooled-by-the-markets-24-dead-cat-bounce via @Forbes",negative,2020-04-19 16:35:04+00:00,0,1,@Forbes,#Bitcoin #Bitcoin #stockmarket #alphanews
351,$SPX almost to the 62% Fib retrace (blue lines). $NYAD not even to the 50% Fib retrace (red lines). #stocks #stockstowatch #StockMarket #stockmarketcrash #StockMarketCrash2020 $DJIA $DJI $IWM $SPY $BTC $GLD $VIX,negative,2020-04-19 02:22:05+00:00,1,1,,#stocks #stockstowatch #StockMarket #stockmarketcrash #StockMarketCrash2020
352,Stock Market Meme on New Trader . . . . . . . . #stockmarket #sharemarket #dowjones #dji #nifty50 #sensex #sharemarketmeme #stockmarkettmeme #memes #memesdaily #stockmeme #newinvestor #investing #intraday #forexâ€¦ https://www.instagram.com/p/B_IBKaZHr5i/?igshid=t77r7yzq0tul,neutral,2020-04-18 14:18:12+00:00,0,0,,#stockmarket #sharemarket #dowjones #dji #nifty50 #sensex #sharemarketmeme #stockmarkettmeme #memes #memesdaily #stockmeme #newinvestor #investing #intraday #forex
354,Remember that EVERY single market obeys to cycles including stock market - if you do not think that DJI or Google can't go down by 95% - you are delusional. Think about it. @TKLTrading #DJI #Gold #BTC #XRP,negative,2020-04-18 08:50:26+00:00,0,2,@TKLTrading,#DJI #Gold #BTC #BTC #XRP
355,Stock Market Wrap-Up: AMC Hopes for a Hollywood Ending; Why Are Energy Stocks Soaring? @themotleyfool #stocks $AMC $^DJI $^GSPC $^IXIC $XLE,neutral,2020-04-18 00:31:38+00:00,0,0,@themotleyfool,#stocks
357,#StockMarket percentages since the crash to present/ lowest percentage since crash (2/24-4/17 2020) $DJI -16.3% / -37.2 % $SPX -13.8% / -34.2 % $NDX - 6.3% / - 28.0 % â€”â€” #NYSE #DowJones #NASDAQ #SP500 #stocks #TradingView @tradingview #trading #investingnews #investing,neutral,2020-04-17 20:41:05+00:00,1,0,@tradingview,#StockMarket #NYSE #DowJones #NASDAQ #SP500 #stocks #TradingView #trading #investingnews #investing
360,Reduced longs in 1st hour. Added to $SPY puts. Sitting near 2-to-1 short ratio. Some throwing shade on the Gilead COVID treatment news for not being a controlled study and small. $DJI #trading #investing #stocks #markets #StockMarket #SwingTrading #DayTrading,negative,2020-04-17 14:34:14+00:00,0,0,,#trading #investing #stocks #markets #StockMarket #SwingTrading #DayTrading
362,"@BambroughKevin what are your thoughts about a general stock market melt down (recesion) and how do you think it will affect the uranium equities (if the uranium spot price goes up and the general stock market-SPX, DJI goes down how will the uranium equities react)?",negative,2020-04-17 09:04:43+00:00,0,1,@BambroughKevin,
366,$Cydy is about to take off. Best cure for corona. Do research. #fda #leronlimab #cytodyn â€¦ $SPY $IWM $NASDAQ $COMPQ $QQQ $NQ $DJIA $DJI $DIA $BTC $GLD #StockMarket #stockstowatch #stockmarketcrash #stockmarketcrash #markets #stocks #DowJones,neutral,2020-04-17 01:48:19+00:00,0,3,,#fda #leronlimab #cytodyn #StockMarket #stockstowatch #stockmarketcrash #stockmarketcrash #markets #stocks #DowJones
367,$SPX I hope she hits that oval (and preferably the purple line) over next 1-3 days â€¦ $SPY $IWM $NASDAQ $COMPQ $QQQ $NQ $DJIA $DJI $DIA $BTC $GLD #StockMarket #stockstowatch #stockmarketcrash #stockmarketcrash #markets #stocks #DowJones,negative,2020-04-17 01:29:18+00:00,0,0,,#StockMarket #stockstowatch #stockmarketcrash #stockmarketcrash #markets #stocks #DowJones
368,"You don't short Trump's stock market !! Lfgoooooo $SPY $DJI $QQQQ #nasdaq #sp500 #dowjones , send it Mr President",negative,2020-04-16 23:15:26+00:00,0,6,,#nasdaq #sp500 #dowjones
369,Stock Market Rally at Wits End? -via @DailyFX US Dollar and VIX 'Fear-Gauge' Pop as the #StockMarket Recovery Loses Momentum Link to Analysis: https://www.dailyfx.com/forex/market_alert/2020/04/16/us-dollar-vix-index-climb-stock-market-rally-at-wits-end-sp500-dow-jones-nasdaq-coronavirus-update.html $SPX $DJI $NDX $RUT $USD $DXY #Stocks #Forex #Trading,negative,2020-04-16 21:40:05+00:00,1,4,@DailyFX,#StockMarket #Stocks #Forex #Trading
370,"This is a war of faith between ""real economic data"" vs ""FED printing press."" No day thus far has made this so crystal clearâ€”with the market holding up on such dismal economic data today. #FederalReserve #IMF $SPY $DJI #trading #investing #stocks #markets #StockMarket",negative,2020-04-16 19:59:02+00:00,0,1,,#FederalReserve #IMF #trading #investing #stocks #markets #StockMarket
371,That is my country That is â€œthe kingdom of Saudi Arabia #forzalombardia #Crayon #MartinLewis #trading #crude #oil #oilprice #gold #forex #cfd #fx #stocks #stockmarket #commodity #futures #index #dowjones #dji #nasdaq #nyse #lse #cryptocurrency #bitcoin #RIPBrianDennehy,neutral,2020-04-16 19:52:09+00:00,3,1,,#forzalombardia #Crayon #MartinLewis #trading #crude #oil #oilprice #gold #forex #cfd #fx #stocks #stockmarket #commodity #futures #index #dowjones #dji #nasdaq #nyse #lse #cryptocurrency #bitcoin #bitcoin #RIPBrianDennehy
373,"Stock Market Wrap-Up: ""Payment Status Not Available"" Confounds Stimulus Check Hopefuls @themotleyfool #stocks $UNH $DOW $^DJI $^GSPC $^IXIC $TWTR",negative,2020-04-16 17:11:04+00:00,0,1,@themotleyfool,#stocks
374,Just sent out our first ever Nick's Picks: #StockMarket edition to all paying subscribers! You can subscribe for $10/month here: https://nickspicks.substack.com/welcome Or sign up for a 7 day free trial here: https://nickspicks.substack.com/freeweek #stocks $BBY $DAL $AYX $DJI,neutral,2020-04-16 17:10:53+00:00,0,1,,#StockMarket #stocks
377,"Stock Market Wrap-Up: ""Payment Status Not Available"" Confounds Stimulus Check Hopefuls @themotleyfool #stocks $UNH $DOW $^DJI $^GSPC $^IXIC $TWTR",negative,2020-04-16 15:48:40+00:00,0,0,@themotleyfool,#stocks
378,"So....at this rate If unemployment hits 100%, does the stock market hit a new ATH? Are we living in a dream where the rules of economics (and gravity) donâ€™t apply? #snp #dji #fed #bitcoin $spx $dji #investing #401k #ira",negative,2020-04-16 13:36:45+00:00,2,4,,#snp #dji #fed #bitcoin #bitcoin #investing #401k #ira
379,"Stock Market News: A Top Pot Stock Goes Higher, But a Buffett Energy Bet's Losing Ground @themotleyfool #stocks $OXY $APHA $^DJI $^GSPC $BRK.A $BRK.B $^IXIC",neutral,2020-04-16 07:10:41+00:00,0,2,@themotleyfool,#stocks
382,Is this what the @federalreserve is saying to the stock market ? #stocks #Fed #funnymoney #brrrr $DJI $SPX #crypto #gold #Bitcoin,neutral,2020-04-16 03:39:33+00:00,0,0,@federalreserve,#stocks #Fed #funnymoney #brrrr #crypto #gold #Bitcoin #Bitcoin
383,"Stock Market Wrap-Up: ""Payment Status Not Available"" Confounds Stimulus Check Hopefuls @themotleyfool #stocks $UNH $DOW $^DJI $^GSPC $^IXIC $TWTR https://www.fool.com/investing/2020/04/15/payment-status-not-available-stimulus-check.aspx",negative,2020-04-16 02:46:26+00:00,0,1,@themotleyfool,#stocks
384,"Listening to JPM, MS & GS analysts get bullish on #stocks the last 2 days makes me question myself. Even with my track record, I ask myself am I missing it this time. Surly they ALL can't be wrong?!? $SPY $DJI #trading #investing #markets #StockMarket #SwingTrading #DayTrading",negative,2020-04-15 22:48:23+00:00,0,0,,#stocks #trading #investing #markets #StockMarket #SwingTrading #DayTrading
385,Decline In #Oil Price &amp; Increase In #COVID19 Cases: A Perfect Storm For Stock Market $OIL $UCO $USO $DJI https://talkmarkets.com/content/commodities/decline-in-oil-price--increase-in-covid-19-cases-a-perfect-storm-for-stock-market?post=258496,negative,2020-04-15 20:45:46+00:00,0,0,,#Oil #COVID19
386,"SP500 Elliott Wave 16 April 2020 https://youtu.be/AkpYvEuFuWE via @YouTube S&amp;P 500 Index, SP500, Indices, Emini, (ES), SPY, SPX, Futures, Index, US30 CFD Trading, CFD, Day Trading, strategies, cfd trading, options trading, spread betting, US Stock Market, ETF, VOO, NASDAQ-100, DJI",neutral,2020-04-15 20:08:47+00:00,0,0,@YouTube,
388,BIG TECH AND BIG PHARMA are pushing the Stock Market up. LOOK AT THE FINANCIAL SECTOR! DOWN TODAY! $SPY $DJI $TSX $OIL $GOLD $WTI $CACI $FTSE $JPY $USD $GBP #stockmarket #NYSE #SPX,negative,2020-04-15 19:38:42+00:00,0,0,,#stockmarket #NYSE #SPX
389,"Could we see $DJI at 30,000 by 2021, and at 40,000 by 2023? Itâ€™s not out of the question, says @Paul_Schatz. Schatz shares his market forecast and stock picks with @NPetallides on #TheWatchList: $WEN, $BABA, $JPM, $EPD, $ECL",neutral,2020-04-15 18:22:18+00:00,4,19,@Paul_Schatz @NPetallides,#TheWatchList
390,DowJones is going Up n Down each day. Rollercoaster Ride #DowJones #DJI #dji #NYSE #StockMarket #stockmarketcrash,negative,2020-04-15 15:16:56+00:00,0,0,,#DowJones #DJI #dji #NYSE #StockMarket #stockmarketcrash
391,Took 1/3 profit at the open on this short call at the top of the range I projected. Holding rest. Will reload if run back up. $DJI #trading #investing #stocks #markets #StockMarket #SwingTrading #DayTrading,negative,2020-04-15 13:42:47+00:00,0,2,,#trading #investing #stocks #markets #StockMarket #SwingTrading #DayTrading
392,**BULL or BEAR on US MARKET?** $SPY $DJI $TSX $OIL $GOLD $WTI $CACI $FTSE $JPY $USD $GBP #stockmarket #NYSE #SPX,neutral,2020-04-15 13:34:31+00:00,0,0,,#stockmarket #NYSE #SPX
394,"Yesterday, The same headline was the reason for stocks to pop. The media follows the stock market NOT the other way around. Stock market is an untamed beast doing what it wants when it wants to. $tsla $aapl $amzn $dji ",negative,2020-04-15 12:53:50+00:00,0,0,,
395,Holy shit AND I'm up on the stock market after going in at .DJI = 26000.,negative,2020-04-15 11:20:36+00:00,0,0,,
398,$SPX very high probability of a turn at about the yellow oval where that trendline meets the 400DMA. I expect at least a 2 day down from there to start with. $SPY $NDX $NQ $NASDAQ $COMPQ $IWM $DJI $DJIA $BTC $GLD #stocks #stockstowatch #StockMarket #Stock2020 #stockmarketcrash,negative,2020-04-15 00:59:26+00:00,0,2,,#stocks #stockstowatch #StockMarket #Stock2020 #stockmarketcrash
399,Revisiting $VIX which went through the 50DMA like a hot knife through butter. Target is 36-ish. $SPY $SPX $IWM $DJIA $DJI $NASDAQ $QQQ $COMPQ #stocks #StockMarket #stockmarkets #stockstowatch #StockMarketCrash2020 #Stock2020 #stockmarketcrash $BTC $NQ $ES,negative,2020-04-15 00:47:25+00:00,0,0,,#stocks #StockMarket #stockmarkets #stockstowatch #StockMarketCrash2020 #Stock2020 #stockmarketcrash
401,"$1,200 Crumbs, $2 Trillion To Banksters #StockMarket $spx $spy $ndx $qqq $dji $dia $rty $iwm $tran $vix $es_F #RICO",negative,2020-04-14 22:48:48+00:00,1,2,,#StockMarket #RICO #RICO
403,Rising wedge into resistance for the $DJI and $SPX. This is going to be fun.. Lol #dji #dowjones #spx #recession #stocks #stockmarket #stockmarketcrash,negative,2020-04-14 20:54:00+00:00,0,0,,#dji #dowjones #spx #recession #stocks #stockmarket #stockmarketcrash
404,"This is a gift. Went from 1X to 1.5X normal short ratio. Will go 2X if open up tomorrow. Today $SPY closed 16% off all time high, a high that was near historic PE back then. If you're #SwingTrading , gota love over-steering algos. $DJI #stocks #markets #StockMarket #DayTrading",negative,2020-04-14 20:23:13+00:00,0,1,,#SwingTrading #stocks #markets #StockMarket #DayTrading
405,Well we're backtesting the key 24K level as well as the weekly 200ema on $DJI ... went over this in the video w/ @TaviCosta yesterday in great detail! Important where we close this Friday $YM_F $DJIA $ES_F $SPX $SPY $NQ_F $NDX $QQQ $VIX $GLD $DXY #StockMarket #Trading,neutral,2020-04-14 19:13:27+00:00,3,3,@TaviCosta,#StockMarket #Trading
407,"I understand but stocks will dump again soon. So what will BTC do when the DJI crashes? Believe me or not, every major drop in the history of stock markets has seen these relief rallys. Everytime it dumped again a few weeks/months later. Why should it be different this time?",negative,2020-04-14 17:39:11+00:00,0,2,,
408,So many signals to suggest that smart money is distributing their holdings before the next leg down. Dumb bears with obvious stops are whats fueling this rally along with dumb retail money knocking on the door of the sluaghterhouse. #stockmarket $SPY $SPX $DIA $DJI,negative,2020-04-14 15:12:34+00:00,0,1,,#stockmarket
411,Stock Market Wrap-Up: Tesla Revs Up as Peloton Breaks Away @themotleyfool #stocks $TSLA $PTON $^DJI $^GSPC $^IXIC ,neutral,2020-04-14 01:10:14+00:00,0,0,@themotleyfool,#stocks
412,"Paraphrasing ""Look at the Europe countries, look at China. They've been decimated. Its impressive that our stock market is where it is."" Top. SPX $SPY $DJI $IWM $QQQ Don't most of the big sp500 companies have worldwide supply chains and sales?",neutral,2020-04-13 22:55:17+00:00,0,1,,
414,@markets #DowJonesFutures fails to cross resistance 23893 as per Friday tweet now probable wave counting for #INTRADAY #Trades #Dow #dowfutures #Nifty #sgxnifty #sgx #stock #US30 #NIFTYFUTURE #dji #DJIA #SPX500,negative,2020-04-13 18:27:14+00:00,0,0,@markets,#DowJonesFutures #INTRADAY #Trades #Dow #dowfutures #Nifty #sgxnifty #sgx #stock #US30 #NIFTYFUTURE #dji #DJIA #SPX500
416,From 2/20-3/23 2020 the #StockMarket fell to itâ€™s lowest as follows: $DJI : -36.2 % $SPX : -33.5 % $NDX : -27.7% - #SP500 #SPX500 #nasdaq #DOW #stocks #NYSE,negative,2020-04-13 16:36:34+00:00,0,0,,#StockMarket #SP500 #SPX500 #nasdaq #DOW #stocks #NYSE
419,Dow Jones Industrial Average (DJIA) Monthly Chart Trend - #DJI TradingView https://www.tradingview.com/chart/DJI/zjf8ZTk0-Dow-Jones-Industrial-Average-DJIA-Monthly-Chart-Trend/ #djia #dj #dji #dow #dowjones #stock #stocks #market #markets #recession #global_recession #business #cycle #covid19 #us #usa #trump2020 #trump #economy #economic #wallstreet,neutral,2020-04-13 11:40:17+00:00,0,0,,#DJI #djia #dj #dji #dow #dowjones #stock #stocks #market #markets #recession #global_recession #business #cycle #covid19 #us #usa #trump2020 #trump #economy #economic #wallstreet
420,"This is how, the stock markets crash. It only needs 1 idiot !!! #SPX500 #sp500 #elliottwave #DJI #usdjpy",negative,2020-04-13 09:57:59+00:00,0,0,,#SPX500 #sp500 #elliottwave #DJI #usdjpy
422,Lol stock market opens down 400 points equals #bitcoin bull trap today? $DJI $BTC,negative,2020-04-12 22:32:49+00:00,0,1,,#bitcoin #bitcoin
423,CHART 3 â€“ THE 2020 STOCK MARKET TOP LOOKS TO BE UNFOLDING http://tiny.cc/5uvwmz #stocks #finance #investing #nasdaq #stock #trading #investing #money #markets #market #economy #business #sp500 #spx #forex $SPX $SPY $DJIA $DJI $ES,neutral,2020-04-12 20:23:08+00:00,3,8,,#stocks #finance #investing #nasdaq #stock #trading #investing #money #markets #market #economy #business #sp500 #spx #forex
424,CHART 2 â€“ 2000 STOCK MARKET TOP &amp; BEAR MARKET THAT FOLLOWED http://tiny.cc/5uvwmz #stocks #finance #investing #nasdaq #stock #trading #investing #money #markets #market #economy #business #sp500 #spx #forex $SPX $SPY $DJIA $DJI $ES,neutral,2020-04-12 20:23:08+00:00,2,2,,#stocks #finance #investing #nasdaq #stock #trading #investing #money #markets #market #economy #business #sp500 #spx #forex
425,"The #1 trending blog on my site! ""Three Charts Every Trader & Investor Must See"". CHART 1 â€“ HUMAN PSYCHOLOGY IS WHAT DRIVES PRICE ACTION http://tiny.cc/5uvwmz #stocks #finance #investing #nasdaq #stock #trading #investing #money #markets #spx #forex $SPX $SPY $DJIA $DJI $ES",neutral,2020-04-12 20:23:07+00:00,5,7,,#stocks #finance #investing #nasdaq #stock #trading #investing #money #markets #spx #forex
427,"END THE FED BEFORE THE FED ENDS AMERICA. THE FED IS A PRIVATELY OWNED CARTEL, NOT GOVT. INSTITUTION. #StockMarket $spx $spy $ndx $qqq $rty $iwm $dia $dji $es_f",negative,2020-04-12 14:27:30+00:00,0,0,,#StockMarket
428,"The only score card Trump cares about it NOT the US economy, NOR the millions Americans unemployed, NOR the American dead but the Dow Industrial Average score card. Trump Stock Market (DJI, SP500) vs Gold Percentage Growth 2017-2020 (Apr. 10, 2020) ",negative,2020-04-12 12:45:29+00:00,0,2,,
432,$VIX looks to be putting in a bottom. Inverted hammer and 50 DMA. $SPY $SPX $NQ $QQQ $IWM $BTC $NASDQ #stocks #markets #crash $DJIA $DJI $DIA $XLF $NDX $COMPQ #StockMarket #StockMarketCrash2020 #stockmarketcrash #stockstowatch,negative,2020-04-11 20:51:08+00:00,2,5,,#stocks #markets #crash #StockMarket #StockMarketCrash2020 #stockmarketcrash #stockstowatch
433,#OIL #OOTT #WTI #IG Weekend Wall Street (.DJI) The equity markets are likely to pull back Sunday/Monday. WTI has decoupled with all #stock indexes. This pullback shall have no impact on WTI Sunday/Monday. ,negative,2020-04-11 17:40:16+00:00,0,2,,#OIL #OOTT #WTI #IG #stock
434,Covid19 was the pin that burst the bubble. The stock market was already precariously over valued in comparison with earnings report. A quick glance at a S&amp;P or DJI chart will indicate steep inorganic growth. Hence the huge drop (30+%) we saw these last few weeks.,negative,2020-04-11 13:59:19+00:00,0,0,,
435,#PODCAST: Long #volatility strategy with 5 year performance lookback for retail traders. Your next crash protection #trade. #LISTEN $SPY $DJI $VIX #stockmarketcrash #stocks #StockMarket #trading $$,neutral,2020-04-11 13:42:50+00:00,0,0,,#PODCAST #volatility #trade #LISTEN #stockmarketcrash #stocks #StockMarket #trading
436,"Resistance: 7190 Supoort: 6852, 6472 Exchange : https://thinking.pse.is/alizon_FTX #BTC #Bitcoin #StockMarket #link #Binance #FTX #Trade #Trader #dji #gold #goldprice",neutral,2020-04-11 12:58:49+00:00,0,0,,#BTC #BTC #Bitcoin #Bitcoin #StockMarket #link #Binance #Binance #FTX #Trade #Trader #dji #gold #goldprice
439,"This chart is also an excellent comparison to the 1930s stock market ($DJI) crash. Bear mkt rally of exactly 50% from lows, followed by much further downside. Looking at the Dow here in particular, we also have the 100-week MAs acting as resistance and blocking further ascent. https://twitter.com/QUIX_MASTERMIND/status/1248257853946814464",negative,2020-04-10 17:17:44+00:00,0,0,,
440,"Last month, the grifters at CNBC teamed up with the thieves at JPMorgan to tell you the stock market was doing just fine and there was no risk of recession. The DJI dropped another 3,000 points within two weeks. ",negative,2020-04-10 16:02:52+00:00,0,1,,
441,A picture is worth a thousand words! $SPY $DJI $QQQ #StockMarket ,neutral,2020-04-10 14:28:52+00:00,0,0,,#StockMarket
444,"Iâ€™m seeing many smart people conflate the economy and the stock market. The $SPX / $DJI and the economy are not the same. The FED can prop up the the former, but it canâ€™t magically forge GDP from thin air for the latter. $BTC",negative,2020-04-10 12:44:57+00:00,0,5,,
