,Text,Sentiment,Date,Favorites,Retweets,Mentions,HashTags
257,For those who are interested in joining my swing trading newsletter service I post all my winners and losers on my site. https://www.thetechnicaltraders.com/partners/idevaffiliate.php?id=513&amp;url=https://www.thetechnicaltraders.com/TTT/ #stocks #finance #investing #nasdaq #stock #trading #investing #market #economy #business #sp500 #spx #forex $SPX $SPY $DJIA $DJI $ES,neutral,2020-04-27 23:01:48+00:00,0,2,,#stocks #finance #investing #nasdaq #stock #trading #investing #market #economy #business #sp500 #spx #forex
258,"Welp, I suppose this explains why the Russell 2000 was up 4% today whereas the three other major US #StockMarket benchmarks gained 0.6-1.5%. $RUT $RTY $IWM $SPX $SPY $NDX $QQQ $DJI $DIA #Stocks #Trading",positive,2020-04-27 20:40:59+00:00,0,2,,#StockMarket #Stocks #Trading
261,$SPX well beyond 50% retrace (green arrow) but bottom indicator did not hit overbought yet. Compare to 2018 bottom when $SPX was at 50% retrace (yellow arrow) and indicator already at overbought. $SPY $NDX $QQQ $NQ $ES $IWM $DJI $DJIA #StockMarket. Squeeze can take SPX higher yet ,negative,2020-04-27 17:26:10+00:00,0,0,,#StockMarket
267,"Monday Morning US Stock Market study sesh, big week for most of DJI 30 components and SP500, capitalize on opportunity this week. ",positive,2020-04-27 07:49:13+00:00,0,0,,
268,$SIRI Indicator even MORE obvious with this Hidden BULLISH divergence chart. More convinced in my previous analysis - #NYSE #NASDAQ #StockMarket #dowjones #SP500 $DJI $NDX $SPX #trading @tradingview #tradingview #stockstowatch #stocks #TradingSignals #technicalanalysis,positive,2020-04-27 04:52:36+00:00,0,1,@tradingview,#NYSE #NASDAQ #StockMarket #dowjones #SP500 #trading #tradingview #stockstowatch #stocks #TradingSignals #technicalanalysis
272,"SP500 Elliott Wave Trading 27 April 2020 https://youtu.be/TXtEaGhMb6w via @YouTube cfd trading, options trading,spread betting, US Stock Market,ETF,VOO,NASDAQ-100,DJI, Swing Trading",neutral,2020-04-26 22:28:55+00:00,0,0,@YouTube,
274,The Super Bowl of Earnings this week. #Amazon #microsoft #tesla #starbucks #AMD #PepsiCo #dowjones #StockMarket #DJI #NYSE,positive,2020-04-26 22:21:16+00:00,0,0,,#Amazon #microsoft #tesla #starbucks #AMD #PepsiCo #dowjones #StockMarket #DJI #NYSE
275,3 Things to Watch in the Stock Market This Week themotleyfool #stocks $MCD $^DJI $^GSPC $AMZN $FB https://www.fool.com/investing/2020/04/26/3-things-to-watch-in-the-stock-market-this-week.aspx Gamma_Monkey #stocks #stockmarket #investing #trading #stockmarketnews #news #stocktrading #business #wallstreet #alpha #alphanews #Canada #Questrade,neutral,2020-04-26 21:41:25+00:00,0,0,,#stocks #stocks #stockmarket #investing #trading #stockmarketnews #news #stocktrading #business #wallstreet #alpha #alphanews #Canada #Questrade
276,3 Things to Watch in the Stock Market This Week @themotleyfool #stocks $MCD $^DJI $^GSPC $AMZN $FB https://www.fool.com/investing/2020/04/26/3-things-to-watch-in-the-stock-market-this-week.aspx @Gamma_Monkey #stocks #stockmarket #investing #trading #stockmarketnews #news #stocktrading #business #wallstreet #alpha #alphanews #Canada #Questrade,neutral,2020-04-26 21:18:32+00:00,1,0,@themotleyfool @Gamma_Monkey,#stocks #stocks #stockmarket #investing #trading #stockmarketnews #news #stocktrading #business #wallstreet #alpha #alphanews #Canada #Questrade
279,Bear View | S&P 500 | 4.26.2020 Is this the start of the end? Or did we reach bottom? #stocks #stockmarket #sp500 #dji #dowjones #futures https://www.tradingview.com/chart/SPX/I3iRphfc-Bear-View-S-P-500-4-26-2020-Twitter-ChoeTrades/,negative,2020-04-26 06:59:30+00:00,6,32,,#stocks #stockmarket #sp500 #dji #dowjones #futures
280,Percentages since the LOW point (3/23-4/24 2020) $DJI +25.3% $SPX +24.3% $NDX +24.9% Overall still in a strong bull trend since Mar 23. - #NYSE #DowJones #NASDAQ #SP500 #stocks #TradingView @tradingview #trading #investingnews #investing #stockmarket #TradingSignals,positive,2020-04-24 21:44:01+00:00,0,0,@tradingview,#NYSE #DowJones #NASDAQ #SP500 #stocks #TradingView #trading #investingnews #investing #stockmarket #TradingSignals
283,"What happened today in the Stock Market? Tilray's explosion drags the "" #Cannabis "" bundle to the top while #Zoom 's reversal limits the "" â€œ 2019 Hot #IPOs "" bundle https://bit.ly/2KCEAGN $TLRY $APHA $ACB $AAPL $AMZN $GOOG $NFLX $FB $SPX $NDX $DJI",positive,2020-04-24 21:18:35+00:00,0,1,,#Cannabis #Zoom #IPOs
288,"I want to start #OptionsTrading to hedge my positions. I already leaned the basics, but what else should I know? What do you wish someone told you before you started options? - #NYSE #DowJones #NASDAQ #SP500 #stocks $DJI $SPX $NDX #investingnews #investing #StockMarket #trading",neutral,2020-04-24 17:14:49+00:00,0,0,,#OptionsTrading #NYSE #DowJones #NASDAQ #SP500 #stocks #investingnews #investing #StockMarket #trading
289,"Reality check will kick in when the people realizes how screwed the current economy is and then ... the stock market will tank again and break new lows i.e. &lt; 18k DJI. After which, then i might consider buying some after the economy stabilizes ... It could be 15k, 12k or &lt;10k",negative,2020-04-24 16:11:50+00:00,0,0,,
291,@marciasgreen #DowJonesFutures got sup exactly @sup line mentioned y'day. next resistance is 24058. now probable #INTRADAY wave is.. #StockMarket #NSEUpdates #DowJones #Trades #Dow #stock #US30 #dji #DJIA #SPX500 #investing,neutral,2020-04-24 14:09:53+00:00,0,1,@marciasgreen,#DowJonesFutures #INTRADAY #StockMarket #NSEUpdates #DowJones #Trades #Dow #stock #US30 #dji #DJIA #SPX500 #investing
293,Stock Market Meme on New Trader . . . . . . . . #stockmarket #sharemarket #dowjones #dji #nifty50 #sensex #sharemarketmeme #stockmarkettmeme #memes #memesdaily #stockmeme #newinvestor #investing #intraday #forexâ€¦ https://www.instagram.com/p/B_XEC7PHAdV/?igshid=17vhmmr74hds9,neutral,2020-04-24 10:32:00+00:00,0,1,,#stockmarket #sharemarket #dowjones #dji #nifty50 #sensex #sharemarketmeme #stockmarkettmeme #memes #memesdaily #stockmeme #newinvestor #investing #intraday #forex
298,"@CNBC just seriously discussed, ""We may not get another dip."" True story; I wouldn't make this up. $SPY $DJI #trading #investing #stocks #markets #StockMarket #SwingTrading #DayTrading",negative,2020-04-23 16:46:52+00:00,0,1,@CNBC,#trading #investing #stocks #markets #StockMarket #SwingTrading #DayTrading
299,BUY #DJI #DOW30 #dowjones at 23800 SL 23550 TP 24100 Follow me for the Real Time Live trading signals #forexsignal #forexsignals #trading #forextrading #GBPCAD #daytrader #stocks #stockmarket #BitcoinCash #EURJPY #EURAUD #GBPCHF #Apple #coronavirus #COVID19,positive,2020-04-23 14:35:26+00:00,0,4,,#DJI #DOW30 #dowjones #forexsignal #forexsignals #trading #forextrading #GBPCAD #daytrader #stocks #stockmarket #BitcoinCash #EURJPY #EURAUD #GBPCHF #Apple #coronavirus #COVID19
302,What happened today in the #StockMarket? The #SocialNetworks bundle with a double-digit performance clearly outperforms the other bundles https://bit.ly/2XVfBX9 $AAPL $AMZN $GOOG $NFLX $FB $SPX $NDX $DJI $TSLA $NFLX #stocks #investing,positive,2020-04-22 21:10:01+00:00,1,1,,#StockMarket #SocialNetworks #stocks #investing
303,Please check out DJI chart. I wonder if you will see that giant rising wedge. Btc plays out what american stock markets do.,positive,2020-04-22 19:20:40+00:00,0,1,,
304,"Stock Market Update: DJIA Shows Softest Gains On Wednesday: The major averages ticked slightly higher in the last half hour, though the DJI... https://www.briefing.com/in-depth-analysis/Content/Article?ArticleId=SI20200422132954 BRIEFINGcom",positive,2020-04-22 17:35:33+00:00,0,0,,
307,"My thoughts on where we could head looking at the DJI This is a prediction, it doesn't mean it will happen However, my track record of recent with predictions has been on #StockMarket #stocks",neutral,2020-04-22 01:51:25+00:00,0,6,,#StockMarket #stocks
308,What happened today in the #StockMarket? https://bit.ly/34UMXXH $AAPL $AMZN $GOOG $NFLX $FB $SPX $NDX $DJI #stocks #trading #investing,neutral,2020-04-21 22:41:15+00:00,0,1,,#StockMarket #stocks #trading #investing
310,Let the bear market commence for the stock market. $DJI $SPX $NASDAQ #DowJones #SPX #NASDAQ #recession #stocks #stockmarketcrash #stockmarkets,negative,2020-04-21 17:47:18+00:00,0,0,,#DowJones #SPX #NASDAQ #recession #stocks #stockmarketcrash #stockmarkets
311,"Next #Podcast Compares trading results of $SPX debit spreads vs. leveraged ETF $SSO for getting long $SPY. Available in Spotify, Apple, and most podcast players. Here's the weblink. https://player.captivate.fm/episode/9aadb510-b2ac-4d4a-ba67-3d3c631bc127 #optionstrading #stocks #ETFs $DJI #trading #stockmarket $$",neutral,2020-04-21 17:46:45+00:00,0,1,,#Podcast #optionstrading #stocks #ETFs #trading #stockmarket
313,We should get a 2nd chance to sell when the price bounces back up to retest. #DJI #Dow #StockMarket ,positive,2020-04-21 16:36:50+00:00,0,1,,#DJI #Dow #StockMarket
314,"Dow Jones Industrial Average INDEXDJX: .DJI 23,132.31 âˆ’518.13 (2.19%) â€œSTOCK MARKET AT ALL-TIME HIGH! HOW ARE YOUR 409Kâ€™S DOING? 70%, 80%, 90% up? Only 50% up! What are you doing wrong?â€ -DJT",positive,2020-04-21 15:05:58+00:00,1,3,,
320,"If #DJI breaks this support, stock market doom is back on. We all know what that means for #BTC, don't we?",negative,2020-04-21 10:18:08+00:00,1,4,,#DJI #BTC #BTC
324,#oott #contango #tankers #FloatingStorage #oil Stock Market Wrap-Up: 3 Big Stock Winners From Negative Oil Prices @themotleyfool #stocks $NAT $STNG $TNK $^DJI $^GSPC $^IXIC ,neutral,2020-04-20 23:26:42+00:00,0,1,@themotleyfool,#oott #contango #tankers #FloatingStorage #oil #stocks
328, There is about $6 trillion worth of monetary and fiscal stimulus. In the short term that is helpful to the stock market. Are there no consequences in the long term of printing and borrowing money? Invest |Trade wellâ€¦ $SPY $SPX $QQQ $NDX $DIA $DJI ,positive,2020-04-20 20:12:20+00:00,0,0,,
329,Taking more profit on $SPY puts bought 3 hrs ago. Went from 2.5X to 2X net short on #StockMarket $SPY $DJI #trading #investing #stocks #markets #SwingTrading #DayTrading,positive,2020-04-20 19:17:29+00:00,0,0,,#StockMarket #trading #investing #stocks #markets #SwingTrading #DayTrading
333,Fingers crossed #NASDAQ will conquer today since $oil #oil probably affects $DJI #dowfutures #dowjones the most. But could be wrong. Do you all agree or disagree? All of my positions are in $NDX stocks rn so I might be biased. â€” #NYSE #stocks $NDX $SPX #sp500 #StockMarket,positive,2020-04-20 13:17:51+00:00,0,1,,#NASDAQ #oil #dowfutures #dowjones #NYSE #stocks #sp500 #StockMarket
334,$HAL reports quarter loss of $1 billion or $1.16 Diluted share. Couldnâ€™t have happened on worse day since today was #oil $oil price crash at 21 year low â€”â€” #NYSE #stocks #Dow $DJI $NDX $SPX #sp500 #NASDAQ #StocksToTrade #StockMarket #Futures,negative,2020-04-20 13:14:26+00:00,0,0,,#oil #NYSE #stocks #Dow #sp500 #NASDAQ #StocksToTrade #StockMarket #Futures
338,BUY #DJI #DOW30 #dowjones at 23900 SL 23650 TP 24200 Follow me for the Real Time Live trading signals #forexsignal #forexsignals #trading #forextrading #GBPCAD #daytrader #stocks #stockmarket #BitcoinCash #EURJPY #EURAUD #GBPCHF #Apple #coronavirus #COVID19,positive,2020-04-20 10:03:37+00:00,1,3,,#DJI #DOW30 #dowjones #forexsignal #forexsignals #trading #forextrading #GBPCAD #daytrader #stocks #stockmarket #BitcoinCash #EURJPY #EURAUD #GBPCHF #Apple #coronavirus #COVID19
341,Is #Bitcoin going to continue? How long can the stock market keep rising #DJI? Where is the potential support for #OIL. What are the levels to buy #Gold? We answer all these questions in our latest weekly review. Watch it here: http://ow.ly/tHiE50ziGQa,neutral,2020-04-20 08:50:25+00:00,0,2,,#Bitcoin #Bitcoin #DJI #OIL #Gold
343,Will the Q2 earning for $SIRI on Apr 28 cause everyone to buy or dump? What are we thinking? #StockMarket #stocks #stockstowatch #NYSE #NASDAQ $NDX $DJI $SPX #DowJones #SP500 #trading #tradingview @tradingview,neutral,2020-04-19 22:30:29+00:00,0,0,@tradingview,#StockMarket #stocks #stockstowatch #NYSE #NASDAQ #DowJones #SP500 #trading #tradingview
350,"$SPX to hit the 400 DMA over next 1 or 2 trading sessions I hope. That is ""Bigley"". $SPY $IWM $DJIA $DJI $BTC $GLD $VIX $NQ $ES #stocks #StockMarket #StockMarketCrash2020 #stockstowatch #Bears #Bulls",negative,2020-04-19 02:39:56+00:00,0,3,,#stocks #StockMarket #StockMarketCrash2020 #stockstowatch #Bears #Bulls
356,"Friday finish: Analysts warn recovery ""too far, too fast,"" but Dow gains 704 points to finish week. Boeing, Gilead lead gains, #LasVegas gaming companies show double-digit increases. https://buff.ly/2KavgtE @CNBC @MarketWatch #business #StockMarket $BA $GILD $LVS $MGM $WYNN $DJI ",positive,2020-04-17 21:09:41+00:00,0,0,@CNBC @MarketWatch,#LasVegas #business #StockMarket
358,#StockMarket in the green another week: (4/13-4/17) $DJI +2.0% $SPX +2.9 % $NDX +7.2% â€”â€” #NYSE #DowJones #NASDAQ #SP500 #stocks #TradingView @tradingview #trading #investingnews #investing,positive,2020-04-17 20:30:05+00:00,0,0,@tradingview,#StockMarket #NYSE #DowJones #NASDAQ #SP500 #stocks #TradingView #trading #investingnews #investing
359,Stock Market News: Coronavirus Hopes Boost These 2 Stocks @themotleyfool #stocks $GILD $MRNA $^DJI $^GSPC $^IXIC ,positive,2020-04-17 16:59:12+00:00,0,2,@themotleyfool,#stocks
361,DOW JONES AVERAGE - Monthly Chart - Forecast - #DJI TradingView https://www.tradingview.com/chart/DJI/zYPsKaji-DOW-JONES-AVERAGE-Monthly-Chart-Forecast/ #dow #dowjones #dowindustrial #dj #djia #dowindex #stock #stocks #covid19 #corona #coronavirus #usa #trump #market #markets #spx #spx500 #sp500 #nyce,neutral,2020-04-17 09:59:16+00:00,0,0,,#DJI #dow #dowjones #dowindustrial #dj #djia #dowindex #stock #stocks #covid19 #corona #coronavirus #usa #trump #market #markets #spx #spx500 #sp500 #nyce
363,@ArminLaschet @realDonaldTrump thanks for delivering a perfect timeframe for shorting the stockmarket #dax #ger30 #sp500 #dji again! I am so grateful!,negative,2020-04-17 08:15:33+00:00,0,0,@ArminLaschet @realDonaldTrump,#dax #ger30 #sp500 #dji
365,Was the stock market bottom in March ? $QQQ $SPY $DJI,neutral,2020-04-17 03:57:41+00:00,1,1,,
372,$SPY $DJI - Green. Ladies and gentleman I present J. Powell and Fedtallica and their #1 stock market hit! ,positive,2020-04-16 19:37:38+00:00,0,0,,
375,"In this episode, I review a stock I recommended last week that is up over $300 in the last 3 days!! Also, one stock that will pay you a dividend every month. Check it out! https://youtu.be/wP7Pt67yrU8 $O $SPY $DJI $AMZN $TSLA #investing #stockmarket #themarketinvestor",positive,2020-04-16 17:03:56+00:00,0,1,,#investing #stockmarket #themarketinvestor
376,"Reloading $SPY puts sold yesterday. Back to 1.5X normal short position. My custom indicator shows $NFLX and $AMZN are nearing extreme overbought. As they consolidate/pullback, #markets will follow. $DJI #trading #investing #stocks #StockMarket #SwingTrading #DayTrading",negative,2020-04-16 16:04:22+00:00,0,0,,#markets #trading #investing #stocks #StockMarket #SwingTrading #DayTrading
380,"THE NEXT 45 DAYS ARE THE â€˜MOST CRITICAL PERIOD IN U.S. FINANCIAL HISTORY,â€™ SAYS STOCK-MARKET EXPERT WHO PROFITED IN 1987 AND 2008 CRISES $SPY $SPX $DJI $WTC -MARKETWATCH",neutral,2020-04-16 06:19:37+00:00,0,0,,
381,#trading #crude #oil #oilprice #gold #forex #cfd #fx #stocks #stockmarket #commodity #futures #index #dowjones #dji #nasdaq #nyse #lse #cryptocurrency #bitcoin #Ù…Ø³Ù„Ø³Ù„Ø§Øª #Ø§ÙÙ„Ø§Ù… #Ù‚Ù†ÙˆØ§Øª #Ù†ØªÙÙ„ÙŠÙƒØ³ #Ù†ÙŠØªÙÙ„ÙƒØ³ #Ø§Ù„Ø³Ø¹ÙˆØ¯ÙŠØ© #Ù…Ø¨Ø§Ø´Ø± #ÙØ¹Ø§Ù„ÙŠØ§Øª_Ø§Ù„Ø­Ø¬Ø±_Ø§Ù„Ù…Ù†Ø²Ù„ÙŠ #macextremesyr #iptv,neutral,2020-04-16 06:14:37+00:00,1,0,,#trading #crude #oil #oilprice #gold #forex #cfd #fx #stocks #stockmarket #commodity #futures #index #dowjones #dji #nasdaq #nyse #lse #cryptocurrency #bitcoin #bitcoin #macextremesyr #iptv
387,Majority of companies are largely down today except BIG TECH and BIG PHARMA $SPY $DJI $TSX $OIL $GOLD $WTI $CACI $FTSE $JPY $USD $GBP #stockmarket #NYSE #SPX,negative,2020-04-15 20:06:22+00:00,0,0,,#stockmarket #NYSE #SPX
393,We have an amazing experience to see if FED has any influence on the economy and stock market ... I think they have ZERO influence and they are just stupid passive narrators BStting in TV about their influence. $DJI Let's find out. Anyway we might stay here for some time. ,neutral,2020-04-15 12:59:16+00:00,1,13,,
397,"Worse than 2008 ""fix""- even with SBA loans 20% of small biz will be gone and big corporations will gain market share. Good for stocks, bad for consumers. But hey, everyone gets $1200 to shut up for now. Call me Cynical. $SPY $DJI #trading #investing #stocks #markets #StockMarket ",negative,2020-04-15 02:28:31+00:00,0,1,,#trading #investing #stocks #markets #StockMarket
400,Treasury yields hold ground as global stock-markets rally https://www.marketwatch.com/story/treasury-yields-hold-ground-as-global-stock-markets-rally-on-chinese-exports-2020-04-14 #USTreasury #Stocks #ETFs #Dividends #Shares #Equities #Bonds $INX $SPX $DJI #Investment #Financial #StockMarket,neutral,2020-04-14 23:56:08+00:00,0,0,,#USTreasury #Stocks #ETFs #Dividends #Shares #Equities #Bonds #Investment #Financial #StockMarket
402,The Nasdaq is really killing it this week. BULL as HE*L IT is good at this time I guess. Do you think it will hold/continue? - #SP500 #SPX500 #nasdaq #DOW #stocks #NYSE #trading #StockMarket $DJI $SPX $NDX @tradingview,positive,2020-04-14 21:15:03+00:00,0,0,@tradingview,#SP500 #SPX500 #nasdaq #DOW #stocks #NYSE #trading #StockMarket
406,Adjusted projected range $SPY will likely trade until we get clarity on how long it takes to get normal demand back. $250-$290 NOTE: Going back to work does not equal return of aggregate demand. $DJI #trading #investing #stocks #markets #StockMarket #SwingTrading #DayTrading,negative,2020-04-14 18:11:14+00:00,0,0,,#trading #investing #stocks #markets #StockMarket #SwingTrading #DayTrading
409,Interesting chart showing that the pullback has been mainly based on technology companies. #Stocks #Stock #StockMarket #Economy #Finance #Investment #Investing #Trading #SP500 #DowJones #Nasdaq #Forex #Bonds #Gold #FX #DJI #SPX #NDX #DAX #CoronaCrash,positive,2020-04-14 14:08:19+00:00,0,0,,#Stocks #Stock #StockMarket #Economy #Finance #Investment #Investing #Trading #SP500 #DowJones #Nasdaq #Forex #Bonds #Gold #FX #DJI #SPX #NDX #DAX #CoronaCrash
413,Stock Market Wrap-Up: Tesla Revs Up as Peloton Breaks Away @themotleyfool #stocks $TSLA $PTON $^DJI $^GSPC $^IXIC https://www.fool.com/investing/2020/04/13/stock-market-wrap-up-tesla-revs-up-as-peloton-brea.aspx,neutral,2020-04-13 22:46:45+00:00,0,0,@themotleyfool,#stocks
415,From 2/20-today the #StockMarket is only down as follows: @tradingview $DJI : -20.6 % $SPX : -19.0 % $NDX : -15.3% We are ~halfway recovered from the lowest point. I still expect more of a drop given everything. Thoughts? - #SP500 #SPX500 #nasdaq #DOW #stocks #NYSE #trading,positive,2020-04-13 16:40:24+00:00,0,1,@tradingview,#StockMarket #SP500 #SPX500 #nasdaq #DOW #stocks #NYSE #trading
417,3/3 Risk remains to downside. Retesting lows in next couple of months is not off the table. It will take time for #StockMarket to digest a new consumer dynamic for the next 9-12 months. $SPY $DJI #trading #investing #stocks #markets #SwingTrading #DayTrading,neutral,2020-04-13 15:29:03+00:00,0,0,,#StockMarket #trading #investing #stocks #markets #SwingTrading #DayTrading
418,"#BreakingNews The #DowJones Industrials is down slightly at 111.76 points at the opening bell. #DJI at 23,607.61 #StockMarket #stocks",negative,2020-04-13 13:34:32+00:00,0,7,,#BreakingNews #DowJones #DJI #StockMarket #stocks
426,My latest thoughts on $Gold $Silver and the #markets on @PalisadeRadio #Gold #Silver $GDX $GDXJ $GLD #stocks #finance #investing #nasdaq #stock #trading #investing #money #markets #market #economy #business #sp500 #spx #forex $SPX $SPY $DJIA $DJI ,neutral,2020-04-12 15:10:26+00:00,0,5,@PalisadeRadio,#markets #Gold #Silver #stocks #finance #investing #nasdaq #stock #trading #investing #money #markets #market #economy #business #sp500 #spx #forex
430,people keep telling junkie #btc $link #Crypto will dump on Monday with stock markets $dji world markets Wat they basing this on? fundamental reasons? chart/TA reasons? Fed printing? Why they think this? tell junkie?,negative,2020-04-12 09:38:21+00:00,1,12,,#btc #btc #Crypto
431,I honestly think not actively participating in the stock market right now is asinine. Scared money doesn't make money. $DJI $SPY,positive,2020-04-12 03:05:51+00:00,0,1,,
437,What are the odds we would be looking at both the #crypto and the stock market crawling along a massive bear flag? Stay tuned $BTCUSD $XRPUSD $DJI $SP,negative,2020-04-11 01:08:27+00:00,13,47,,#crypto
438,"Strong showing: The week ending April 9 was one of the best ever for the Dow Jones. Ironically, many other strong weeks came during the Great Depression. https://buff.ly/2Rv5Z1l @CNBC #StockMarket #StockMarketCrash2020 #money #investing $DJI ",positive,2020-04-10 23:04:02+00:00,0,0,@CNBC,#StockMarket #StockMarketCrash2020 #money #investing
442,Since when do the markets stay closed for Good Friday?!? #NYSE #DOW #DJI #NASDAQ #SP500 #stock #StockMarket #Investment #investor,neutral,2020-04-10 13:59:31+00:00,0,0,,#NYSE #DOW #DJI #NASDAQ #SP500 #stock #StockMarket #Investment #investor
445,"$SPX $SPY $DJI $ES Just got another email from a guy saying the will be worthless,the stock market will crash and the system will collapse He have a plan to make millons (of ? ) during that terrible time.He will share that strategy with me if i pay him $250 ( ? )",negative,2020-04-10 12:19:02+00:00,0,2,,
447,% change since lowest point so far on 3/23/2020: #Dow : UP +25.0% #SP500 : UP +22.5% #NASDAQ : UP +17.9% Do you think this is a plump? Will it dump below 3/23? Overall economy not going so well. #StockMarket #DJI #SPX500USD #trading #TradingView #technicalanalysis #NDX #NYSE,neutral,2020-04-09 21:00:09+00:00,0,0,,#Dow #SP500 #NASDAQ #StockMarket #DJI #SPX500USD #trading #TradingView #technicalanalysis #NDX #NYSE
448,% change in #stocks indexes since Opening bell Apr 3 #Dow : UP +10.8% #SP500 : UP +10.4% #NASDAQ : UP +8.00% This week has been a good rally. Do you think it will crash back down soon? #StockMarket #DJI #SPX500USD #trading #TradingView #technicalanalysis #NDX #NYSE,positive,2020-04-09 20:56:46+00:00,0,0,,#stocks #Dow #SP500 #NASDAQ #StockMarket #DJI #SPX500USD #trading #TradingView #technicalanalysis #NDX #NYSE
454,Another V shaped looking recovery from the stock market lol. This volatility is literally the new crypto market. Down 37% in 5 weeks and back up 30% in 3 weeks. $SPY $DJI,positive,2020-04-09 14:00:53+00:00,0,2,,
455,"No worries, the Stock Market (DJI) is up nearly 1000 points this morning.",positive,2020-04-09 13:57:09+00:00,0,0,,
458,Look at the years leading up to the Great Depression (basically since the beginning of Dow Jones $DJI data) - it looks *remarkably* similar to the stock market since the mid 1990s-now. ,negative,2020-04-09 04:28:06+00:00,1,0,,
462,"VIDEO SP,SP500 Elliott Wave 9 April 2020 https://youtu.be/j2DK9vP-4yQ via @YouTube Emini, (ES), SPY,SPX, Futures, Index, US30 CFD Trading,Technical Analysis, CFD, Day Trading, strategies, cfd trading, options trading,spread betting, US Stock Market,ETF,VOO,NASDAQ-100,DJI",neutral,2020-04-08 22:45:08+00:00,0,1,@YouTube,
464,"SP500 Elliott Wave 9 April 2020 https://youtu.be/j2DK9vP-4yQ via @YouTube Emini, (ES), SPY,SPX, Futures, Index, US30 CFD Trading,Technical Analysis,Day Trading, strategies, cfd trading, options trading,spread betting, US Stock Market,ETF,VOO,NASDAQ-100,DJI",neutral,2020-04-08 22:13:43+00:00,0,0,@YouTube,
465,"Hump day high: Stocks gain on Wednesday, Dow rises 780 points, S&P at 4-week high. Real estate, energy lead the way. #LasVegas-based MGM Resorts up 10 percent. https://buff.ly/3aU4ilX @SeekingAlpha #business #StockMarket #stockmarketcrash $O $MGM $LVS $DJI $INX",positive,2020-04-08 22:03:02+00:00,0,1,@SeekingAlpha,#LasVegas #business #StockMarket #stockmarketcrash
466,"The stock market is currently recovering from its recent lows. Now is a great time to trade this volatility on #PrimeXBT, where you can long and short the $DJI and other indices. Don't miss out! http://primexbt.com",positive,2020-04-08 21:49:49+00:00,1,11,,#PrimeXBT
471,"Yes, I don't think the market realizes that the economy will be like a heavy flywheel that will take time to build speed. $SPY is trading like it's a light switch &amp; added debt means nothing. $DJI #trading #investing #stocks #markets #StockMarket #SwingTrading #DayTrading",negative,2020-04-08 18:50:27+00:00,0,1,,#trading #investing #stocks #markets #StockMarket #SwingTrading #DayTrading
475,PANIC BUY ALL $SPX AND $SPY STOCK BECAUSE THE S&amp;P500 COMPANIES CORPORATE DEBT IS BACKED EXPLICITLY BY THE FED'S UNLIMITED QE PRINTING PRESS. #QEUNLIMITED #StockMarket #COVID19 CC: $DJI $DIA $NDX $QQQ $VIX $ES_F,positive,2020-04-08 15:56:12+00:00,0,1,,#QEUNLIMITED #StockMarket #COVID19
477,The Dow Jones Industrial Average (.#DJI) gave up all of its 940-point gain as stock-marketâ€¦ https://goo.gl/fb/Chi5sz,negative,2020-04-08 11:42:26+00:00,0,0,,#DJI
483, The Worst Economic Collapse In History Is Starting Now: Be Prepared https://youtu.be/nDFoF3izhGQ #StockMarket #investment #NASDAQ100 #DnD #DJI #SP500,negative,2020-04-08 02:27:12+00:00,1,2,,#StockMarket #investment #NASDAQ100 #DnD #DJI #SP500
488,Taking 2/3 profit on short into close on $SPY $DJI #trading #investing #stocks #markets #StockMarket ,negative,2020-04-07 19:25:48+00:00,0,1,,#trading #investing #stocks #markets #StockMarket
494,#NYSE #stocks #stockmarket #sp500 #dow #dji #futures #NASDAQ Futures looking great looks like it might turn out to be another #bull trading day!!!!,positive,2020-04-07 13:12:36+00:00,0,0,,#NYSE #stocks #stockmarket #sp500 #dow #dji #futures #NASDAQ #bull
499,Big funds never sell stocks if they are cheap!! #NASDAQ #DJI #DAX #SNP #EURUSD #forex #Corona #StockMarket ,neutral,2020-04-07 02:41:50+00:00,1,1,,#NASDAQ #DJI #DAX #SNP #EURUSD #forex #Corona #StockMarket
501,"SP500 Elliott Wave 7 April 2020 https://youtu.be/iedxzHDDXjQ via @YouTube SPY,SPX, Futures, Index, US30 CFD Trading,Technical Analysis,Day Trading, strategies, cfd trading, options trading,spread betting, US Stock Market,ETF,VOO,NASDAQ-100,DJI, cfds",neutral,2020-04-06 23:41:26+00:00,0,1,@YouTube,
505,#NYSE final results: (% change just for today) from @tradingview #DJI : +7.73 % #SP500 : +7.03% #NASDAQ : +7.31% â€”â€” #StockMarketCrash2020 #StockMarket #stockstowatch #trading #TradingView #Technicalanalysis,neutral,2020-04-06 20:47:43+00:00,0,0,@tradingview,#NYSE #DJI #SP500 #NASDAQ #StockMarketCrash2020 #StockMarket #stockstowatch #trading #TradingView #Technicalanalysis
506,"Let's see how corelated #Bitcoin is to the stock market. We gonna see new lows on $SPX, $DJI, and $NIFTY. $XAU and $XAG compared to former 2 will be ascending. I'll be eagerly waiting for $BTC action when the next waves of lows hit.",negative,2020-04-06 20:37:58+00:00,0,1,,#Bitcoin #Bitcoin
509,"Dow soars more than 1,000 points as Wall Street rebounds from a steep sell-off last week. $^DJI Interactive Chart: https://yhoo.it/3bIymku via @YahooFinance #coronavirus #stock #equity #markets",positive,2020-04-06 13:57:55+00:00,0,0,@YahooFinance,#coronavirus #stock #equity #markets
